/level2/org/rm2-6.txt,2,3,When did the work begin?,"['In 1983, the creek was so dirty that the fish had all died.']"
/level2/org/rm2-6.txt,2,4,Where is the bed of a creek?,"['First they cleaned out the bottom of the creek, called the creek bed.']"
/level2/org/rm2-6.txt,2,5,Why did the kids make booklets?,['They wanted others to stop making the creek dirty.']
/level2/org/rm2-7.txt,2,1,Who is Alex Selkirk?,['He says he lived alone on an island for four years and four months.']
/level2/org/rm2-7.txt,2,2,What did Alex eat on the island?,"['He ate plums, crayfish, peppers, and turnips.']"
/level2/org/rm2-7.txt,2,3,When was he rescued?,['Alex was rescued on February 12.']
/level2/org/rm2-7.txt,2,4,Where did Alex live on the island?,['He lived in a cave.']
/level2/org/rm2-7.txt,2,5,Why did Alex stay on the island?,['Alex said he would not sail on a leaking ship.']
/level2/org/rm2-8.txt,2,1,Who might step foot on Mars by 2010?,['You might be just the right age by then to be an astronaut.']
/level2/org/rm2-8.txt,2,2,What will the spacecraft shoot at the moons?,['It will point laser beams at the surface and shoot.']
/level2/org/rm2-8.txt,2,3,When is this story taking place?,"['(Somewhere in outer space, March, 1989) -']"
/level2/org/rm2-8.txt,2,4,Where would you see blue sunsets?,"['If you were on this spacecraft, you would see strange sights on Mars.']"
/level2/org/rm2-8.txt,2,5,Why might you see three moons rising in one night on Mars?,
/level2/org/rm2-9.txt,2,1,Who kills Florida panthers on purpose?,['But hunters still find them and shoot them.']
/level2/org/rm2-9.txt,2,2,What is the largest land animal?,['It is the condor.']
/level2/org/rm2-9.txt,2,3,When will people have to start caring about saving animals?,"['(Across the U.S.A., January, 1989) -', 'This is the year when people must help the animals.']"
/level2/org/rm2-9.txt,2,4,Where do the manatees live?,['They play in the waters of Florida. ']
/level2/org/rm2-9.txt,2,5,Why is the bald eagle in danger?,['Not many quiet places are left where they can build homes.']
/level3/org/rm3-1.txt,3,1,Who cut the ribbon?,"['At noon, two small children cut a ribbon.']"
/level3/org/rm3-1.txt,3,2,What is the name of the building?,['It is called the Empire State Building.']
/level3/org/rm3-1.txt,3,3,When was the ribbon cut?,"['At noon, two small children cut a ribbon.']"
/level3/org/rm3-1.txt,3,4,Where is the building?,"[""The world's tallest building opened today in New York City.""]"
/level3/org/rm3-1.txt,3,5,Why do you think people cannot see the top  of the building on some days?,
/level3/org/rm3-10.txt,3,1,Who had the first TV show in color?,['The Walt Disney Show was the first TV show to air in color each week.']
/level3/org/rm3-10.txt,3,2,What was the first program shown on television in 1939?,"[""It was about the New York World's Fair.""]"
/level3/org/rm3-10.txt,3,3,When did TV sets become more common?,['But not many of them were sold until about 1948.']
/level3/org/rm3-10.txt,3,4,Where were TV's hooked up?,['Each TV had to be hooked up to special wires underground.']
/level3/org/rm3-10.txt,3,5,Why are tiny dots important?,['The pictures you see are really made from tiny dots.']
/level3/org/rm3-11.txt,3,1,Who does not live in this new home?,['But it is not for people.']
/level3/org/rm3-11.txt,3,2,What is kept in the new home?,"[""It will be home to our country's supply of gold.""]"
/level3/org/rm3-11.txt,3,3,When does this story take place?,"['(FORT KNOX, KENTUCKY, 1936)-']"
/level3/org/rm3-11.txt,3,4,Where is the new home for gold?,"['A special building has been built in Fort Knox, Kentucky.']"
/level3/org/rm3-11.txt,3,5,Why do we need gold?,"['Without gold, our paper money has no worth.']"
/level3/org/rm3-12.txt,3,1,Who are the presidents being honored?,
/level3/org/rm3-12.txt,3,2,What is the name of the mountain?,"['But when they are done, Mt. Rushmore will carry the faces of four presidents of the United States.']"
/level3/org/rm3-12.txt,3,3,When did Lincoln free the slaves?,['He helped to free the slaves after the Civil War.']
/level3/org/rm3-12.txt,3,4,Where is Mt.  Rushmore?,"['(MT.  RUSHMORE, South Dakota, 1932)']"
/level3/org/rm3-12.txt,3,5,Why is Roosevelt well-known?,
/level3/org/rm3-13.txt,3,1,Who takes the census?,['The census is taken by our government.']
/level3/org/rm3-13.txt,3,2,What is a census?,"['This year, each person in the United States will be counted.']"
/level3/org/rm3-13.txt,3,3,When is the census taken?,['It comes once every ten years.']
/level3/org/rm3-13.txt,3,4,Where do the census-takers go?,"['Workers will go to all towns, no matter how big or small.', 'They will go from door to door.']"
/level3/org/rm3-13.txt,3,5,Why is a census important?,
/level3/org/rm3-14.txt,3,1,Who are the men in space?,['The two men are Young and Crippen.']
/level3/org/rm3-14.txt,3,2,What are they traveling in?,"['They are riding in a new type of spaceship.', 'It is called the space shuttle.']"
/level3/org/rm3-14.txt,3,3,When will they return to Earth?,['They will land in California later this week.']
/level3/org/rm3-14.txt,3,4,Where are they traveling?,['Two men are flying through space tonight.']
/level3/org/rm3-14.txt,3,5,Why is the shuttle better than other spaceships?,['The best thing about the space shuttle is that it can be used again.']
/level3/org/rm3-15.txt,3,1,Who was Buddy?,['The first Seeing Eye dog was a German shepherd named Buddy.']
/level3/org/rm3-15.txt,3,2,What kind of dog was Buddy?,['The first Seeing Eye dog was a German shepherd named Buddy.']
/level3/org/rm3-15.txt,3,3,When was the Seeing Eye School started?,['A famous school is 25 years old this year.']
/level3/org/rm3-15.txt,3,4,Where was Buddy born?,['He was born in Switzerland.']
/level3/org/rm3-15.txt,3,5,Why is a seeing eye dog a faithful friend?,['A good Seeing Eye dog will give its own life before it lets its owner be hurt.']
/level3/org/rm3-16.txt,3,1,Who can hear whooping cranes?,['The call can be heard by people two miles away.']
/level3/org/rm3-16.txt,3,2,What was found that was special?,['Some whooping crane nests have been found.']
/level3/org/rm3-16.txt,3,3,When was the last nest seen?,['The last time a nest was seen was 50 years ago.']
/level3/org/rm3-16.txt,3,4,Where were the nests found?,"['(CANADA, August, 1952)-']"
/level3/org/rm3-16.txt,3,5,Why is it hard to find whooping cranes?,['They are very shy.']
/level3/org/rm3-17.txt,3,1,Who found something strange?,"['One year ago today, Dutch sailors found a strange, new island.']"
/level3/org/rm3-17.txt,3,2,What did they find?,"['One year ago today, Dutch sailors found a strange, new island.']"
/level3/org/rm3-17.txt,3,3,When did they find the island?,"['(HOLLAND, April 10, 1723)-', 'They named it Easter Island, in honor of the day they found it.']"
/level3/org/rm3-17.txt,3,4,Where is this island?,['Easter Island is far away in the South Pacific Ocean.']
/level3/org/rm3-17.txt,3,5,Why are the statues there?,
/level3/org/rm3-18.txt,3,1,Who was the first man to walk on the moon?,['They were said by Neil Armstrong.']
/level3/org/rm3-18.txt,3,2,What did he say?,"['""That\'s one small step for man, one giant leap for mankind.""']"
/level3/org/rm3-18.txt,3,3,When did this story happen?,['Those words were spoken from the moon today.']
/level3/org/rm3-18.txt,3,4,Where are more trips planned in the near future?,['More trips are planned to the moon in the near future.']
/level3/org/rm3-18.txt,3,5,"Why did the visitors come to the moon, according to the plaque they left?",['It says they came in peace for all mankind.']
/level3/org/rm3-19.txt,3,1,Who is everyone watching at the Olympics?,['The world is watching a young girl named Nadia.']
/level3/org/rm3-19.txt,3,2,What is she?,['Nadia is a gymnast.']
/level3/org/rm3-19.txt,3,3,When did she begin practicing?,['She has been practicing for more than ten years.']
/level3/org/rm3-19.txt,3,4,Where does she live?,['Her home is in Russia.']
/level3/org/rm3-19.txt,3,5,Why are her scores perfect 10's?,"['Each time she performs, the judges cannot find one thing wrong.']"
/level3/org/rm3-2.txt,3,1,Who lives in the White House?,['The White House is the home of the President of the United States.']
/level3/org/rm3-2.txt,3,2,What caught on fire?,['The White House was on fire.']
/level3/org/rm3-2.txt,3,3,When did this happen?,"['(WASHINGTON, D.C., December 24,1930)', 'Last night, it looked like that might happen again.']"
/level3/org/rm3-2.txt,3,4,Where did the firemen jump?,['Firemen jumped to the ground with hoses.']
/level3/org/rm3-2.txt,3,5,Why did the guard whisper in Mr. Hoover's ear?,['Fire in the White House!']
/level3/org/rm3-20.txt,3,1,Who is a vet?,['Dr. Mark is a pet doctor called a vet.']
/level3/org/rm3-20.txt,3,2,What was Sam's reward?,['He got a biscuit to chew.']
/level3/org/rm3-20.txt,3,3,When did Sam get the reward?,"['After the brushing, Sam got a reward.']"
/level3/org/rm3-20.txt,3,4,Where did Sam live?,"['(PHOENIX, ARIZONA, April 12, 1989)-']"
/level3/org/rm3-20.txt,3,5,Why are germs bad?,['They can make dogs and cats quite sick.']
/level3/org/rm3-21.txt,3,1,Who is the young girl in the movie?,"['In the movie, a young girl named Dorothy lives on a farm.']"
/level3/org/rm3-21.txt,3,2,What is the name of the movie?,"['The movie is called ""The Wizard of Oz.""']"
/level3/org/rm3-21.txt,3,3,When was this movie first shown?,"['(KANSAS CITY, KANSAS, November 13,1939)-']"
/level3/org/rm3-21.txt,3,4,Where does Dorothy live?,"['In the movie, a young girl named Dorothy lives on a farm.']"
/level3/org/rm3-21.txt,3,5,Why would the scarecrow fear a lighted match?,
/level3/org/rm3-22.txt,3,1,Who is celebrating her 30th birthday?,"['Barbie, the doll, turns 30 years old in 1989.']"
/level3/org/rm3-22.txt,3,2,What is her sister's name?,['Barbie also has a younger sister named Scooter.']
/level3/org/rm3-22.txt,3,3,When was the first Barbie doll made?,
/level3/org/rm3-22.txt,3,4,Where might you look to find an old Barbie doll?,
/level3/org/rm3-22.txt,3,5,Why was the first Barbie doll different from other dolls?,['She wore high heels and looked grown up.']
/level3/org/rm3-23.txt,3,1,Who is missing?,"['A famous pilot and her plane are missing!', ""Amelia is the lady's name.""]"
/level3/org/rm3-23.txt,3,2,What was she trying to do?,['Amelia was flying around the world.']
/level3/org/rm3-23.txt,3,3,When was her plane said to be missing?,"['(PACIFIC OCEAN, July, 1937)-']"
/level3/org/rm3-23.txt,3,4,Where was she last known to be?,['She was last heard from as she flew over the ocean.']
/level3/org/rm3-23.txt,3,5,Why was she given the Flying Cross?,['She was given a medal for her courage.']
/level3/org/rm3-24.txt,3,1,Who started a famous circus?,['The best-known circus was started by a man named P.T. Barnum.']
/level3/org/rm3-24.txt,3,2,What is another name for the circus?,"['It is called ""the greatest show on Earth.""']"
/level3/org/rm3-24.txt,3,3,When did the circus almost close?,"['In 1938, not many people had money to go to the circus.']"
/level3/org/rm3-24.txt,3,4,Where did the circus take place at one time?,"['At one time, the circus took place in a huge tent.']"
/level3/org/rm3-24.txt,3,5,Why didn't Barnum's circus close?,
/level3/org/rm3-25.txt,3,1,Who came up with a plan to build this bridge?,['But some bridge builders studied the problems.']
/level3/org/rm3-25.txt,3,2,What is the name of the bridge?,['It will be called the Golden Gate Bridge.']
/level3/org/rm3-25.txt,3,3,When did the work begin?,['The work began in 1933.']
/level3/org/rm3-25.txt,3,4,Where is the bridge being built?,"['(SAN FRANCISCO, March 19, 1936)']"
/level3/org/rm3-25.txt,3,5,Why were they unable to use pillars on this bridge?,['But the water under the Golden Gate Bridge is too deep.']
/level3/org/rm3-26.txt,3,1,Who likes to fly jets?,['Pilots like jets because they lift off the ground with ease.']
/level3/org/rm3-26.txt,3,2,What do jets have instead of propellers?,['A jet has a special engine.']
/level3/org/rm3-26.txt,3,3,When was the jet first used?,"['(LOS ANGELES, 1950)-']"
/level3/org/rm3-26.txt,3,4,Where can you hear a boom?,"['When planes fly that fast, they make a big boom in the sky.']"
/level3/org/rm3-26.txt,3,5,Why does a jet suck in air and push it back out?,['This helps it to stay high in the sky.']
/level3/org/rm3-27.txt,3,1,Who warmed Tommy's body?,['The doctors warmed his body a little bit at a time.']
/level3/org/rm3-27.txt,3,2,What do the doctors call Tommy?,['The doctors call him a miracle boy.']
/level3/org/rm3-27.txt,3,3,When did Tommy go home?,"['Yesterday, Tommy was well enough to go home.']"
/level3/org/rm3-27.txt,3,4,Where was Tommy's face underwater?,['He must have had his face near an air bubble.']
/level3/org/rm3-27.txt,3,5,Why do the doctors think Tommy didn't need much air?,"[""The doctors think Tommy's body got so cold that he didn't need much air.""]"
/level3/org/rm3-28.txt,3,1,Who built the space object?,['This satellite was built in Russia.']
/level3/org/rm3-28.txt,3,2,What is the object called in Russian and in English?,
/level3/org/rm3-28.txt,3,3,When was the object sent into space?,"['(RUSSIA, October 4, 1957)-']"
/level3/org/rm3-28.txt,3,4,Where did it travel?,['The first man-made object has made a trip around the world in outer space.']
/level3/org/rm3-28.txt,3,5,Why is it important?,['It showed us that objects can be sent into space.']
/level3/org/rm3-29.txt,3,1,Who gave the statue to the United States?,['The statue was given to the United States by France.']
/level3/org/rm3-29.txt,3,2,What is the name of the statue?,['A party is being held today for the Statue of Liberty.']
/level3/org/rm3-29.txt,3,3,When was it built?,['One of our most popular sights just turned 100 years old.']
/level3/org/rm3-29.txt,3,4,Where does it stand?,['This famous statue is in New York Harbor.']
/level3/org/rm3-29.txt,3,5,Why was the statue given to the United States?,['They wanted the statue to show the world that the United States offered freedom.']
/level3/org/rm3-3.txt,3,1,Who was Mrs. Hubbard?,['She was a cook and house cleaner.']
/level3/org/rm3-3.txt,3,2,What did Mrs. Hubbard look in the cupboard to find?,['She wanted a bone for her dog.']
/level3/org/rm3-3.txt,3,3,When did Mrs. Hubbard live?,['She lived more than 100 years ago.']
/level3/org/rm3-3.txt,3,4,Where was her cottage?,['The home is in England.']
/level3/org/rm3-3.txt,3,5,Why was the cottage going to be torn down?,['But the cottage had problems over the years.']
/level3/org/rm3-30.txt,3,1,Who set sail for India?,['Christopher Columbus came home to Italy today.']
/level3/org/rm3-30.txt,3,2,What was Columbus trying to find?,['It was almost nine months after he sailed away to find a shortcut to India.']
/level3/org/rm3-30.txt,3,3,Where was Columbus home?,"['(Genoa, Italy, May 3, 1493)-', 'Christopher Columbus came home to Italy today.']"
/level3/org/rm3-30.txt,3,4,When did they spot land?,"['But on October 12, they spotted land.']"
/level3/org/rm3-30.txt,3,5,Why did Columbus want to return to the new land?,['Columbus says he wants to return to the new land to study its size.']
/level3/org/rm3-4.txt,3,1,Who did the boy visit?,['A four-year-old boy went to visit his relatives last month.']
/level3/org/rm3-4.txt,3,2,What did he wear around his neck on the way home?,"[""A sign was hung around the boy's neck.""]"
/level3/org/rm3-4.txt,3,3,When was the boy allowed to go home?,
/level3/org/rm3-4.txt,3,4,Where did the boy live?,"['(DETROIT, 1929)-']"
/level3/org/rm3-4.txt,3,5,Why did his relatives send him home airmail?,['His relatives thought of a joke.']
/level3/org/rm3-5.txt,3,1,Who are Cub Scouts?,['The club is for boys who are under 12 years old.']
/level3/org/rm3-5.txt,3,2,What do they do at meetings?,"['At the first meeting, the Cubs played some games.']"
/level3/org/rm3-5.txt,3,3,When do the Cub Scouts become Boy Scouts?,"['When the Cub Scouts reach the age of 12, they can be Boy Scouts.']"
/level3/org/rm3-5.txt,3,4,Where do Cub Scouts meet?,
/level3/org/rm3-5.txt,3,5,Why are Cub Scouts like animal cubs?,['They have a lot to learn.']
/level3/org/rm3-6.txt,3,1,Who was the man in London talking to?,['A man in London was talking to a man in New York.']
/level3/org/rm3-6.txt,3,2,What were they using to talk?,"['For the first time, phone lines have been placed in the ocean.']"
/level3/org/rm3-6.txt,3,3,"When it is 3 o'clock in the afternoon in London, what time is it in New York?","[""But your watch says it's only 10 o'clock in the morning.""]"
/level3/org/rm3-6.txt,3,4,Where have the phone lines been placed?,"['For the first time, phone lines have been placed in the ocean.']"
/level3/org/rm3-6.txt,3,5,Why do you think an ocean phone call costs so much?,
/level3/org/rm3-7.txt,3,1,Who found the egg?,['Some scientists were digging in the ground.']
/level3/org/rm3-7.txt,3,2,What was inside the egg?,['It contains the remains of a tiny dinosaur.']
/level3/org/rm3-7.txt,3,3,When did the mother dinosaur live?,['It is about 100 million years old.']
